task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
perform_detection_inference,2024-05-02T12:00:19,detection_inference,52ace5d2-2f98-407b-9bc1-de6760de12d9,1.759911298751831,2.2604016082704154e-07,1.2845159045733843e-07,6.814332665925987,0.0,0.053641319274902344,3.328054606886212e-06,0,2.6154635242316242e-08,3.3542092421285282e-06,France,FRA,île-de-france,,,Linux-5.0.0-1-generic-x86_64-with-glibc2.2.5,3.8.16,2.3.4,4,Intel(R) Atom(TM) Processor E3950 @ 1.60GHz,,,2.3965,48.6735,7.636989593505859,process,N
