task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
perform_detection_inference,2024-05-02T12:37:15,detection_inference,7532222e-78d1-47e4-9d12-816871d9e3cc,1.8238444328308105,2.3223558600378427e-07,1.2739770165133743e-07,6.762690961620576,0.0,0.05192899703979492,3.4199294026079907e-06,0,2.6213734412105322e-08,3.446143137020096e-06,France,FRA,île-de-france,,,Linux-5.0.0-1-generic-x86_64-with-glibc2.2.5,3.8.16,2.3.4,4,Intel(R) Atom(TM) Processor E3950 @ 1.60GHz,,,2.4075,48.8323,7.636989593505859,process,N
