task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
perform_detection_inference,2024-05-02T14:54:02,detection_inference,a02cd96d-0918-448d-8e21-6cd5408ddde5,1.7277095317840576,2.0577401452197132e-07,1.190983589806887e-07,6.313861969650001,0.0,0.05253124237060547,3.0283215893215504e-06,0,2.5158370939190415e-08,3.0534799602607407e-06,France,FRA,île-de-france,,,Linux-5.0.0-1-generic-x86_64-with-glibc2.2.5,3.8.16,2.3.4,4,Intel(R) Atom(TM) Processor E3950 @ 1.60GHz,,,2.3965,48.6735,7.636966705322266,process,N
