task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
perform_detection_inference,2024-04-30T15:25:45,detection_inference,4cfcb6d4-5399-43f2-ab3c-b6c609c5b964,392.2680311203003,3.046258895304816e-05,7.765757230895356e-08,4.06831985032152,0.0,0.08018732070922852,0.00044329684769275034,0,8.737414854336122e-06,0.0004520342625470865,France,FRA,île-de-france,,,Linux-5.0.0-1-generic-x86_64-with-glibc2.2.5,3.8.16,2.3.4,4,Intel(R) Atom(TM) Processor E3950 @ 1.60GHz,,,2.3072,48.9012,7.636989593505859,process,N
