task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
perform_detection_inference,2024-05-02T14:00:45,detection_inference,88bc450d-d295-419b-9cba-0ff6f7ad6268,2.042649030685425,3.0005499762336533e-07,1.4680937239374695e-07,7.799686481720987,0.0,0.05204629898071289,4.423057427333649e-06,0,2.9457747371282036e-08,4.452515174704931e-06,France,FRA,île-de-france,,,Linux-5.0.0-1-generic-x86_64-with-glibc2.2.5,3.8.16,2.3.4,4,Intel(R) Atom(TM) Processor E3950 @ 1.60GHz,,,2.3965,48.6735,7.636989593505859,process,N
