task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
perform_detection_inference,2024-05-02T13:03:14,detection_inference,ec512be2-c43a-4250-93ca-4fc2f0319a91,1.8786520957946777,3.0036537236273644e-07,1.6025960636545028e-07,8.518004017457972,0.0,0.05178451538085938,4.430229099737157e-06,0,2.689172475811574e-08,4.457120824495272e-06,France,FRA,île-de-france,,,Linux-5.0.0-1-generic-x86_64-with-glibc2.2.5,3.8.16,2.3.4,4,Intel(R) Atom(TM) Processor E3950 @ 1.60GHz,,,2.3965,48.6735,7.636989593505859,process,N
